PROVINCIAS,MES,CERO,B,C,ECO,Sin_distintivo,Se_desconoce,ANNO,VEHICULO,MES_ANNO
Almería,5,2,100,842,85,29,3,2019,Turismo,5/2019
Almería,6,2,101,857,86,29,3,2019,Turismo,6/2019
Almería,7,2,95,802,81,27,3,2019,Turismo,7/2019
Almería,8,1,62,527,53,18,2,2019,Turismo,8/2019
Almería,9,2,68,573,58,19,2,2019,Turismo,9/2019
Almería,10,2,80,677,68,23,2,2019,Turismo,10/2019
Almería,11,2,76,643,65,22,2,2019,Turismo,11/2019
Almería,12,2,80,677,68,23,2,2019,Turismo,12/2019
Ávila,1,1,4,90,16,2,1,2019,Turismo,1/2019
Ávila,2,1,4,94,16,2,1,2019,Turismo,2/2019
Ávila,3,2,4,114,20,3,1,2019,Turismo,3/2019
Ávila,4,2,4,112,20,3,1,2019,Turismo,4/2019
Ávila,5,2,5,120,21,3,1,2019,Turismo,5/2019
Ávila,6,2,5,122,21,3,1,2019,Turismo,6/2019
Ávila,7,2,4,114,20,3,1,2019,Turismo,7/2019
Ávila,8,1,3,75,13,2,0,2019,Turismo,8/2019
Ávila,9,1,3,81,14,2,1,2019,Turismo,9/2019
Ávila,10,1,4,96,17,2,1,2019,Turismo,10/2019
Ávila,11,1,4,91,16,2,1,2019,Turismo,11/2019
Ávila,12,1,4,96,17,2,1,2019,Turismo,12/2019
Badajoz,1,1,36,779,65,4,2,2019,Turismo,1/2019
Badajoz,2,2,38,813,68,4,2,2019,Turismo,2/2019
Badajoz,3,2,46,992,83,5,2,2019,Turismo,3/2019
Badajoz,4,2,45,971,81,5,2,2019,Turismo,4/2019
Badajoz,5,2,49,1037,87,5,2,2019,Turismo,5/2019
Badajoz,6,2,49,1056,88,5,2,2019,Turismo,6/2019
Badajoz,7,2,46,988,83,5,2,2019,Turismo,7/2019
Badajoz,8,1,30,649,54,3,1,2019,Turismo,8/2019
Badajoz,9,1,33,706,59,3,2,2019,Turismo,9/2019
Badajoz,10,2,39,833,70,4,2,2019,Turismo,10/2019
Badajoz,11,2,37,792,66,4,2,2019,Turismo,11/2019
Badajoz,12,2,39,833,70,4,2,2019,Turismo,12/2019
Balears (Illes),1,32,53,3353,208,35,547,2019,Turismo,1/2019
Balears (Illes),2,34,56,3502,218,37,571,2019,Turismo,2/2019
Balears (Illes),3,41,68,4271,266,45,697,2019,Turismo,3/2019
Balears (Illes),4,40,66,4181,260,44,682,2019,Turismo,4/2019
Balears (Illes),5,43,71,4465,278,47,728,2019,Turismo,5/2019
Balears (Illes),6,44,72,4546,283,48,742,2019,Turismo,6/2019
Balears (Illes),7,41,68,4253,264,45,694,2019,Turismo,7/2019
Balears (Illes),8,27,44,2795,174,29,456,2019,Turismo,8/2019
Balears (Illes),9,29,48,3038,189,32,496,2019,Turismo,9/2019
Balears (Illes),10,35,57,3587,223,38,585,2019,Turismo,10/2019
Balears (Illes),11,33,54,3407,212,36,556,2019,Turismo,11/2019
Balears (Illes),12,35,57,3587,223,38,585,2019,Turismo,12/2019
Barcelona,1,182,132,9763,1443,47,991,2019,Turismo,1/2019
Barcelona,2,190,138,10195,1507,49,1034,2019,Turismo,2/2019
Barcelona,3,232,169,12436,1838,60,1262,2019,Turismo,3/2019
Barcelona,4,227,165,12174,1799,58,1235,2019,Turismo,4/2019
Barcelona,5,242,176,13000,1921,62,1319,2019,Turismo,5/2019
Barcelona,6,247,179,13235,1956,64,1343,2019,Turismo,6/2019
Barcelona,7,231,168,12384,1830,59,1256,2019,Turismo,7/2019
Barcelona,8,152,110,8138,1203,39,826,2019,Turismo,8/2019
Barcelona,9,165,120,8845,1307,42,897,2019,Turismo,9/2019
Barcelona,10,195,142,10444,1544,50,1060,2019,Turismo,10/2019
Barcelona,11,185,135,9920,1466,48,1007,2019,Turismo,11/2019
Barcelona,12,195,142,10444,1544,50,1060,2019,Turismo,12/2019
Burgos,1,4,17,437,90,4,14,2019,Turismo,1/2019
Burgos,2,4,18,456,94,4,15,2019,Turismo,2/2019
Burgos,3,5,22,556,115,5,18,2019,Turismo,3/2019
Burgos,4,5,21,545,112,5,17,2019,Turismo,4/2019
Burgos,5,5,23,582,120,5,19,2019,Turismo,5/2019
Burgos,6,6,23,592,122,6,19,2019,Turismo,6/2019
Burgos,7,5,21,554,114,5,18,2019,Turismo,7/2019
Burgos,8,3,14,364,75,3,12,2019,Turismo,8/2019
Burgos,9,4,15,396,82,4,13,2019,Turismo,9/2019
Burgos,10,4,18,467,96,4,15,2019,Turismo,10/2019
Burgos,11,4,17,444,91,4,14,2019,Turismo,11/2019
Burgos,12,4,18,467,96,4,15,2019,Turismo,12/2019
Cáceres,1,1,14,205,32,4,1,2019,Turismo,1/2019
Cáceres,2,1,15,214,33,4,1,2019,Turismo,2/2019
Cáceres,3,1,18,261,40,5,1,2019,Turismo,3/2019
Cáceres,4,1,17,256,40,5,1,2019,Turismo,4/2019
Cáceres,5,1,19,273,42,5,1,2019,Turismo,5/2019
Cáceres,6,1,19,278,43,5,1,2019,Turismo,6/2019
Cáceres,7,1,18,260,40,5,1,2019,Turismo,7/2019
Cáceres,8,1,12,171,26,3,1,2019,Turismo,8/2019
Cáceres,9,1,13,186,29,4,1,2019,Turismo,9/2019
Cáceres,10,1,15,219,34,4,1,2019,Turismo,10/2019
Cáceres,11,1,14,208,32,4,1,2019,Turismo,11/2019
Cáceres,12,1,15,219,34,4,1,2019,Turismo,12/2019
Cádiz,1,5,64,1325,136,50,4,2019,Turismo,1/2019
Cádiz,2,5,66,1384,142,53,5,2019,Turismo,2/2019
Cádiz,3,6,81,1688,173,64,6,2019,Turismo,3/2019
Cádiz,4,6,79,1653,169,63,5,2019,Turismo,4/2019
Cádiz,5,6,85,1765,181,67,6,2019,Turismo,5/2019
Cádiz,6,6,86,1797,184,68,6,2019,Turismo,6/2019
Cádiz,7,6,81,1681,172,64,5,2019,Turismo,7/2019
Cádiz,8,4,53,1105,113,42,4,2019,Turismo,8/2019
Cádiz,9,4,58,1201,123,46,4,2019,Turismo,9/2019
Cádiz,10,5,68,1418,145,54,5,2019,Turismo,10/2019
Cádiz,11,5,65,1347,138,51,4,2019,Turismo,11/2019
Cádiz,12,5,68,1418,145,54,5,2019,Turismo,12/2019
Castellón/Castelló,1,3,32,1101,68,11,184,2019,Turismo,1/2019
Castellón/Castelló,2,3,34,1150,71,11,192,2019,Turismo,2/2019
Castellón/Castelló,3,4,41,1403,87,14,235,2019,Turismo,3/2019
Castellón/Castelló,4,4,40,1373,85,13,230,2019,Turismo,4/2019
Castellón/Castelló,5,4,43,1466,91,14,245,2019,Turismo,5/2019
Castellón/Castelló,6,4,44,1493,92,15,250,2019,Turismo,6/2019
Castellón/Castelló,7,4,41,1397,86,14,234,2019,Turismo,7/2019
Castellón/Castelló,8,2,27,918,57,9,154,2019,Turismo,8/2019
Castellón/Castelló,9,3,29,998,62,10,167,2019,Turismo,9/2019
Castellón/Castelló,10,3,35,1178,73,11,197,2019,Turismo,10/2019
Castellón/Castelló,11,3,33,1119,69,11,187,2019,Turismo,11/2019
Castellón/Castelló,12,3,35,1178,73,11,197,2019,Turismo,12/2019
Ciudad Real,1,1,9,421,32,5,1,2019,Turismo,1/2019
Ciudad Real,2,1,10,440,33,5,1,2019,Turismo,2/2019
Ciudad Real,3,2,12,537,41,6,2,2019,Turismo,3/2019
Ciudad Real,4,2,12,525,40,6,2,2019,Turismo,4/2019
Ciudad Real,5,2,12,561,42,6,2,2019,Turismo,5/2019
Ciudad Real,6,2,13,571,43,6,2,2019,Turismo,6/2019
Ciudad Real,7,2,12,534,40,6,2,2019,Turismo,7/2019
Ciudad Real,8,1,8,351,27,4,1,2019,Turismo,8/2019
Ciudad Real,9,1,8,382,29,4,1,2019,Turismo,9/2019
Ciudad Real,10,2,10,451,34,5,1,2019,Turismo,10/2019
Ciudad Real,11,1,9,428,32,5,1,2019,Turismo,11/2019
Ciudad Real,12,2,10,451,34,5,1,2019,Turismo,12/2019
Córdoba,1,4,70,805,63,7,3,2019,Turismo,1/2019
Córdoba,2,5,73,841,66,7,4,2019,Turismo,2/2019
Córdoba,3,6,89,1026,80,9,4,2019,Turismo,3/2019
Córdoba,4,5,88,1004,79,8,4,2019,Turismo,4/2019
Córdoba,5,6,94,1072,84,9,5,2019,Turismo,5/2019
Córdoba,6,6,95,1092,86,9,5,2019,Turismo,6/2019
Córdoba,7,6,89,1021,80,9,4,2019,Turismo,7/2019
Córdoba,8,4,59,671,53,6,3,2019,Turismo,8/2019
Córdoba,9,4,64,730,57,6,3,2019,Turismo,9/2019
Córdoba,10,5,75,861,68,7,4,2019,Turismo,10/2019
Córdoba,11,4,71,818,64,7,3,2019,Turismo,11/2019
Córdoba,12,5,75,861,68,7,4,2019,Turismo,12/2019
Coruña (A),1,9,78,1192,202,29,10,2019,Turismo,1/2019
Coruña (A),2,10,82,1244,211,30,11,2019,Turismo,2/2019
Coruña (A),3,12,99,1518,257,37,13,2019,Turismo,3/2019
Coruña (A),4,12,97,1486,252,36,13,2019,Turismo,4/2019
Coruña (A),5,12,104,1587,269,39,14,2019,Turismo,5/2019
Coruña (A),6,13,106,1615,274,39,14,2019,Turismo,6/2019
Coruña (A),7,12,99,1512,256,37,13,2019,Turismo,7/2019
Coruña (A),8,8,65,993,168,24,9,2019,Turismo,8/2019
Coruña (A),9,8,71,1080,183,26,9,2019,Turismo,9/2019
Coruña (A),10,10,84,1275,216,31,11,2019,Turismo,10/2019
Coruña (A),11,9,79,1211,205,30,10,2019,Turismo,11/2019
Coruña (A),12,10,84,1275,216,31,11,2019,Turismo,12/2019
Cuenca,1,0,6,77,6,2,0,2019,Turismo,1/2019
Cuenca,2,0,6,81,6,2,0,2019,Turismo,2/2019
Cuenca,3,0,7,98,7,3,0,2019,Turismo,3/2019
Cuenca,4,0,7,96,7,3,0,2019,Turismo,4/2019
Cuenca,5,0,7,103,8,3,0,2019,Turismo,5/2019
Cuenca,6,0,7,105,8,3,0,2019,Turismo,6/2019
Cuenca,7,0,7,98,7,3,0,2019,Turismo,7/2019
Cuenca,8,0,5,64,5,2,0,2019,Turismo,8/2019
Cuenca,9,0,5,70,5,2,0,2019,Turismo,9/2019
Cuenca,10,0,6,83,6,2,0,2019,Turismo,10/2019
Cuenca,11,0,6,78,6,2,0,2019,Turismo,11/2019
Cuenca,12,0,6,83,6,2,0,2019,Turismo,12/2019
Girona,1,8,57,972,116,15,97,2019,Turismo,1/2019
Girona,2,8,60,1015,122,15,101,2019,Turismo,2/2019
Girona,3,10,73,1238,148,19,123,2019,Turismo,3/2019
Girona,4,10,72,1212,145,18,120,2019,Turismo,4/2019
Girona,5,11,76,1294,155,20,129,2019,Turismo,5/2019
Girona,6,11,78,1317,158,20,131,2019,Turismo,6/2019
Girona,7,10,73,1232,148,19,123,2019,Turismo,7/2019
Girona,8,7,48,810,97,12,81,2019,Turismo,8/2019
Girona,9,7,52,880,106,13,88,2019,Turismo,9/2019
Girona,10,9,61,1039,125,16,103,2019,Turismo,10/2019
Girona,11,8,58,987,118,15,98,2019,Turismo,11/2019
Girona,12,9,61,1039,125,16,103,2019,Turismo,12/2019
Granada,1,5,104,834,95,20,2,2019,Turismo,1/2019
Granada,2,6,109,871,99,21,2,2019,Turismo,2/2019
Granada,3,7,133,1062,121,26,3,2019,Turismo,3/2019
Granada,4,7,130,1040,119,25,3,2019,Turismo,4/2019
Granada,5,7,139,1111,127,27,3,2019,Turismo,5/2019
Granada,6,7,142,1131,129,27,3,2019,Turismo,6/2019
Granada,7,7,132,1058,121,25,3,2019,Turismo,7/2019
Granada,8,4,87,695,79,17,2,2019,Turismo,8/2019
Granada,9,5,95,756,86,18,2,2019,Turismo,9/2019
Granada,10,6,112,892,102,21,2,2019,Turismo,10/2019
Granada,11,5,106,847,97,20,2,2019,Turismo,11/2019
Granada,12,6,112,892,102,21,2,2019,Turismo,12/2019
Guadalajara,1,8,18,280,25,2,1,2019,Turismo,1/2019
Guadalajara,2,8,18,292,27,2,1,2019,Turismo,2/2019
Guadalajara,3,10,22,356,32,2,1,2019,Turismo,3/2019
Guadalajara,4,10,22,349,32,2,1,2019,Turismo,4/2019
Guadalajara,5,11,23,372,34,3,1,2019,Turismo,5/2019
Guadalajara,6,11,24,379,34,3,2,2019,Turismo,6/2019
Guadalajara,7,10,22,355,32,2,1,2019,Turismo,7/2019
Guadalajara,8,7,15,233,21,2,1,2019,Turismo,8/2019
Guadalajara,9,7,16,253,23,2,1,2019,Turismo,9/2019
Guadalajara,10,9,19,299,27,2,1,2019,Turismo,10/2019
Guadalajara,11,8,18,284,26,2,1,2019,Turismo,11/2019
Guadalajara,12,9,19,299,27,2,1,2019,Turismo,12/2019
Gipuzkoa,1,6,20,909,80,7,52,2019,Turismo,1/2019
Gipuzkoa,2,7,20,949,83,7,54,2019,Turismo,2/2019
Gipuzkoa,3,8,25,1158,102,9,66,2019,Turismo,3/2019
Gipuzkoa,4,8,24,1133,100,8,65,2019,Turismo,4/2019
Gipuzkoa,5,9,26,1210,106,9,69,2019,Turismo,5/2019
Gipuzkoa,6,9,27,1232,108,9,71,2019,Turismo,6/2019
Gipuzkoa,7,8,25,1153,101,9,66,2019,Turismo,7/2019
Gipuzkoa,8,5,16,758,67,6,43,2019,Turismo,8/2019
Gipuzkoa,9,6,18,824,72,6,47,2019,Turismo,9/2019
Gipuzkoa,10,7,21,972,85,7,56,2019,Turismo,10/2019
Gipuzkoa,11,7,20,924,81,7,53,2019,Turismo,11/2019
Gipuzkoa,12,7,21,972,85,7,56,2019,Turismo,12/2019
Huelva,1,1,28,297,33,6,1,2019,Turismo,1/2019
Huelva,2,1,29,310,35,6,1,2019,Turismo,2/2019
Huelva,3,2,35,378,42,8,2,2019,Turismo,3/2019
Huelva,4,2,35,370,41,7,1,2019,Turismo,4/2019
Huelva,5,2,37,396,44,8,2,2019,Turismo,5/2019
Huelva,6,2,38,403,45,8,2,2019,Turismo,6/2019
Huelva,7,2,35,377,42,8,2,2019,Turismo,7/2019
Huelva,8,1,23,248,28,5,1,2019,Turismo,8/2019
Huelva,9,1,25,269,30,5,1,2019,Turismo,9/2019
Huelva,10,1,30,318,35,6,1,2019,Turismo,10/2019
Huelva,11,1,28,302,34,6,1,2019,Turismo,11/2019
Huelva,12,1,30,318,35,6,1,2019,Turismo,12/2019
Huesca,1,1,7,348,26,3,15,2019,Turismo,1/2019
Huesca,2,1,8,363,27,3,15,2019,Turismo,2/2019
Huesca,3,1,9,443,33,4,19,2019,Turismo,3/2019
Huesca,4,1,9,434,33,4,18,2019,Turismo,4/2019
Huesca,5,1,10,463,35,4,20,2019,Turismo,5/2019
Huesca,6,1,10,471,36,4,20,2019,Turismo,6/2019
Huesca,7,1,9,441,33,4,19,2019,Turismo,7/2019
Huesca,8,1,6,290,22,3,12,2019,Turismo,8/2019
Huesca,9,1,7,315,24,3,13,2019,Turismo,9/2019
Huesca,10,1,8,372,28,4,16,2019,Turismo,10/2019
Huesca,11,1,7,353,27,3,15,2019,Turismo,11/2019
Huesca,12,1,8,372,28,4,16,2019,Turismo,12/2019
Jaén,1,1,68,667,37,11,1,2019,Turismo,1/2019
Jaén,2,1,71,696,39,12,2,2019,Turismo,2/2019
Jaén,3,2,86,850,48,15,2,2019,Turismo,3/2019
Jaén,4,2,84,832,47,14,2,2019,Turismo,4/2019
Jaén,5,2,90,888,50,15,2,2019,Turismo,5/2019
Jaén,6,2,92,904,51,16,2,2019,Turismo,6/2019
Jaén,7,2,86,846,47,15,2,2019,Turismo,7/2019
Jaén,8,1,56,556,31,10,1,2019,Turismo,8/2019
Jaén,9,1,61,604,34,10,1,2019,Turismo,9/2019
Jaén,10,1,72,713,40,12,2,2019,Turismo,10/2019
Jaén,11,1,69,678,38,12,2,2019,Turismo,11/2019
Jaén,12,1,72,713,40,12,2,2019,Turismo,12/2019
León,1,4,26,441,52,8,16,2019,Turismo,1/2019
León,2,4,27,461,54,8,17,2019,Turismo,2/2019
León,3,4,33,562,66,10,20,2019,Turismo,3/2019
León,4,4,32,551,64,9,20,2019,Turismo,4/2019
León,5,5,35,588,69,10,21,2019,Turismo,5/2019
León,6,5,35,599,70,10,22,2019,Turismo,6/2019
León,7,4,33,560,66,10,20,2019,Turismo,7/2019
León,8,3,22,368,43,6,13,2019,Turismo,8/2019
León,9,3,24,400,47,7,15,2019,Turismo,9/2019
León,10,4,28,472,55,8,17,2019,Turismo,10/2019
León,11,4,26,449,53,8,16,2019,Turismo,11/2019
León,12,4,28,472,55,8,17,2019,Turismo,12/2019
Lleida,1,4,18,557,52,7,28,2019,Turismo,1/2019
Lleida,2,4,19,581,54,7,30,2019,Turismo,2/2019
Lleida,3,5,23,709,66,9,36,2019,Turismo,3/2019
Lleida,4,5,22,694,64,9,35,2019,Turismo,4/2019
Lleida,5,5,24,741,69,10,38,2019,Turismo,5/2019
Lleida,6,5,24,755,70,10,38,2019,Turismo,6/2019
Lleida,7,5,22,706,65,9,36,2019,Turismo,7/2019
Lleida,8,3,15,464,43,6,24,2019,Turismo,8/2019
Lleida,9,3,16,504,47,6,26,2019,Turismo,9/2019
Lleida,10,4,19,596,55,8,30,2019,Turismo,10/2019
Lleida,11,4,18,566,52,7,29,2019,Turismo,11/2019
Lleida,12,4,19,596,55,8,30,2019,Turismo,12/2019
Rioja (La),1,2,16,353,43,4,19,2019,Turismo,1/2019
Rioja (La),2,2,17,369,45,5,19,2019,Turismo,2/2019
Rioja (La),3,2,20,450,55,6,24,2019,Turismo,3/2019
Rioja (La),4,2,20,440,54,5,23,2019,Turismo,4/2019
Rioja (La),5,2,21,470,58,6,25,2019,Turismo,5/2019
Rioja (La),6,2,22,478,59,6,25,2019,Turismo,6/2019
Rioja (La),7,2,20,448,55,6,24,2019,Turismo,7/2019
Rioja (La),8,1,13,294,36,4,15,2019,Turismo,8/2019
Rioja (La),9,2,14,320,39,4,17,2019,Turismo,9/2019
Rioja (La),10,2,17,378,46,5,20,2019,Turismo,10/2019
Rioja (La),11,2,16,359,44,4,19,2019,Turismo,11/2019
Rioja (La),12,2,17,378,46,5,20,2019,Turismo,12/2019
Lugo,1,2,18,386,30,8,1,2019,Turismo,1/2019
Lugo,2,2,19,403,31,8,1,2019,Turismo,2/2019
Lugo,3,2,23,491,38,10,1,2019,Turismo,3/2019
Lugo,4,2,22,481,37,10,1,2019,Turismo,4/2019
Lugo,5,3,24,514,39,10,1,2019,Turismo,5/2019
Lugo,6,3,24,523,40,11,1,2019,Turismo,6/2019
Lugo,7,2,23,489,38,10,1,2019,Turismo,7/2019
Lugo,8,2,15,321,25,6,1,2019,Turismo,8/2019
Lugo,9,2,16,349,27,7,1,2019,Turismo,9/2019
Lugo,10,2,19,413,32,8,1,2019,Turismo,10/2019
Lugo,11,2,18,392,30,8,1,2019,Turismo,11/2019
Lugo,12,2,19,413,32,8,1,2019,Turismo,12/2019
Madrid,1,606,264,21915,4051,49,1814,2019,Turismo,1/2019
Madrid,2,633,276,22886,4231,51,1895,2019,Turismo,2/2019
Madrid,3,772,336,27916,5161,62,2311,2019,Turismo,3/2019
Madrid,4,756,329,27328,5052,61,2262,2019,Turismo,4/2019
Madrid,5,807,351,29181,5394,65,2416,2019,Turismo,5/2019
Madrid,6,822,358,29711,5492,66,2460,2019,Turismo,6/2019
Madrid,7,769,335,27799,5139,62,2301,2019,Turismo,7/2019
Madrid,8,505,220,18268,3377,41,1512,2019,Turismo,8/2019
Madrid,9,549,239,19856,3671,44,1644,2019,Turismo,9/2019
Madrid,10,649,282,23445,4334,52,1941,2019,Turismo,10/2019
Madrid,11,616,268,22268,4116,50,1844,2019,Turismo,11/2019
Madrid,12,649,282,23445,4334,52,1941,2019,Turismo,12/2019
Málaga,1,11,179,2311,207,69,125,2019,Turismo,1/2019
Málaga,2,11,186,2414,216,72,131,2019,Turismo,2/2019
Málaga,3,14,227,2944,264,87,159,2019,Turismo,3/2019
Málaga,4,14,223,2882,258,86,156,2019,Turismo,4/2019
Málaga,5,14,238,3077,276,91,167,2019,Turismo,5/2019
Málaga,6,15,242,3133,281,93,170,2019,Turismo,6/2019
Málaga,7,14,226,2932,263,87,159,2019,Turismo,7/2019
Málaga,8,9,149,1927,173,57,104,2019,Turismo,8/2019
Málaga,9,10,162,2094,188,62,113,2019,Turismo,9/2019
Málaga,10,12,191,2473,222,73,134,2019,Turismo,10/2019
Málaga,11,11,181,2348,211,70,127,2019,Turismo,11/2019
Málaga,12,12,191,2473,222,73,134,2019,Turismo,12/2019
Murcia,1,7,251,1814,189,41,16,2019,Turismo,1/2019
Murcia,2,7,262,1894,197,42,16,2019,Turismo,2/2019
Murcia,3,9,320,2310,240,52,20,2019,Turismo,3/2019
Murcia,4,9,313,2261,235,51,19,2019,Turismo,4/2019
Murcia,5,9,335,2415,251,54,21,2019,Turismo,5/2019
Murcia,6,9,341,2459,256,55,21,2019,Turismo,6/2019
Murcia,7,9,319,2300,239,52,20,2019,Turismo,7/2019
Murcia,8,6,210,1512,157,34,13,2019,Turismo,8/2019
Murcia,9,6,228,1643,171,37,14,2019,Turismo,9/2019
Murcia,10,7,269,1940,202,44,17,2019,Turismo,10/2019
Murcia,11,7,255,1843,192,41,16,2019,Turismo,11/2019
Murcia,12,7,269,1940,202,44,17,2019,Turismo,12/2019
Navarra,1,7,44,830,67,13,22,2019,Turismo,1/2019
Navarra,2,8,46,867,70,13,23,2019,Turismo,2/2019
Navarra,3,9,57,1057,85,16,28,2019,Turismo,3/2019
Navarra,4,9,55,1035,83,16,27,2019,Turismo,4/2019
Navarra,5,10,59,1105,89,17,29,2019,Turismo,5/2019
Navarra,6,10,60,1125,90,17,29,2019,Turismo,6/2019
Navarra,7,9,56,1053,85,16,27,2019,Turismo,7/2019
Navarra,8,6,37,692,56,10,18,2019,Turismo,8/2019
Navarra,9,7,40,752,60,11,20,2019,Turismo,9/2019
Navarra,10,8,48,888,71,13,23,2019,Turismo,10/2019
Navarra,11,7,45,843,68,13,22,2019,Turismo,11/2019
Navarra,12,8,48,888,71,13,23,2019,Turismo,12/2019
Ourense,1,2,32,322,38,15,4,2019,Turismo,1/2019
Ourense,2,2,33,336,40,16,4,2019,Turismo,2/2019
Ourense,3,3,40,410,48,19,5,2019,Turismo,3/2019
Ourense,4,3,40,401,47,19,5,2019,Turismo,4/2019
Ourense,5,3,42,428,50,20,5,2019,Turismo,5/2019
Ourense,6,3,43,436,51,20,5,2019,Turismo,6/2019
Ourense,7,3,40,408,48,19,5,2019,Turismo,7/2019
Ourense,8,2,26,268,32,12,3,2019,Turismo,8/2019
Ourense,9,2,29,291,34,14,3,2019,Turismo,9/2019
Ourense,10,2,34,344,40,16,4,2019,Turismo,10/2019
Ourense,11,2,32,327,38,15,4,2019,Turismo,11/2019
Ourense,12,2,34,344,40,16,4,2019,Turismo,12/2019
Asturias,1,15,35,1194,124,16,135,2019,Turismo,1/2019
Asturias,2,16,36,1247,129,17,141,2019,Turismo,2/2019
Asturias,3,20,44,1521,157,21,172,2019,Turismo,3/2019
Asturias,4,19,43,1489,154,20,169,2019,Turismo,4/2019
Asturias,5,20,46,1590,165,22,180,2019,Turismo,5/2019
Asturias,6,21,47,1619,168,22,183,2019,Turismo,6/2019
Asturias,7,19,44,1514,157,21,172,2019,Turismo,7/2019
Asturias,8,13,29,995,103,13,113,2019,Turismo,8/2019
Asturias,9,14,32,1082,112,15,123,2019,Turismo,9/2019
Asturias,10,16,37,1277,132,17,145,2019,Turismo,10/2019
Asturias,11,16,35,1213,126,16,137,2019,Turismo,11/2019
Asturias,12,16,37,1277,132,17,145,2019,Turismo,12/2019
Palencia,1,1,3,104,3,1,1,2019,Turismo,1/2019
Palencia,2,1,3,108,3,2,1,2019,Turismo,2/2019
Palencia,3,1,4,132,3,2,2,2019,Turismo,3/2019
Palencia,4,1,4,129,3,2,2,2019,Turismo,4/2019
Palencia,5,1,4,138,4,2,2,2019,Turismo,5/2019
Palencia,6,1,4,141,4,2,2,2019,Turismo,6/2019
Palencia,7,1,4,132,3,2,2,2019,Turismo,7/2019
Palencia,8,0,2,87,2,1,1,2019,Turismo,8/2019
Palencia,9,1,3,94,2,1,1,2019,Turismo,9/2019
Palencia,10,1,3,111,3,2,1,2019,Turismo,10/2019
Palencia,11,1,3,105,3,2,1,2019,Turismo,11/2019
Palencia,12,1,3,111,3,2,1,2019,Turismo,12/2019
Palmas (Las),1,31,18,2508,146,12,72,2019,Turismo,1/2019
Palmas (Las),2,32,19,2619,153,13,75,2019,Turismo,2/2019
Palmas (Las),3,39,23,3195,187,16,92,2019,Turismo,3/2019
Palmas (Las),4,38,23,3127,183,15,90,2019,Turismo,4/2019
Palmas (Las),5,41,24,3339,195,16,96,2019,Turismo,5/2019
Palmas (Las),6,42,25,3400,199,17,98,2019,Turismo,6/2019
Palmas (Las),7,39,23,3181,186,16,91,2019,Turismo,7/2019
